2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01
sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000,sh.600000
sh.600001,sh.600001,sh.600001,sh.600001,sh.600004,sh.600004,sh.600005,sh.600008,sh.600008,sh.600005,sh.600005,sh.600008,sh.600004,sh.600004,sh.600004,sh.600009,sh.600009
sh.600004,sh.600003,sh.600004,sh.600004,sh.600005,sh.600005,sh.600009,sh.600009,sh.600009,sh.600008,sh.600008,sh.600009,sh.600009,sh.600009,sh.600009,sh.600010,sh.600010
sh.600005,sh.600004,sh.600005,sh.600005,sh.600006,sh.600008,sh.600010,sh.600010,sh.600010,sh.600009,sh.600009,sh.600010,sh.600010,sh.600010,sh.600010,sh.600011,sh.600011
sh.600006,sh.600005,sh.600006,sh.600006,sh.600008,sh.600009,sh.600011,sh.600011,sh.600011,sh.600010,sh.600010,sh.600011,sh.600011,sh.600011,sh.600011,sh.600015,sh.600015
sh.600008,sh.600006,sh.600007,sh.600008,sh.600009,sh.600010,sh.600015,sh.600015,sh.600015,sh.600011,sh.600015,sh.600015,sh.600015,sh.600015,sh.600015,sh.600016,sh.600016
sh.600009,sh.600007,sh.600008,sh.600009,sh.600010,sh.600015,sh.600016,sh.600016,sh.600016,sh.600015,sh.600016,sh.600016,sh.600016,sh.600016,sh.600016,sh.600018,sh.600018
sh.600010,sh.600008,sh.600009,sh.600010,sh.600011,sh.600016,sh.600019,sh.600018,sh.600018,sh.600016,sh.600018,sh.600018,sh.600018,sh.600018,sh.600018,sh.600019,sh.600019
sh.600011,sh.600009,sh.600010,sh.600011,sh.600015,sh.600018,sh.600022,sh.600019,sh.600019,sh.600018,sh.600019,sh.600019,sh.600019,sh.600019,sh.600019,sh.600025,sh.600025
sh.600012,sh.600010,sh.600011,sh.600015,sh.600016,sh.600019,sh.600028,sh.600027,sh.600023,sh.600019,sh.600021,sh.600021,sh.600023,sh.600023,sh.600025,sh.600028,sh.600028
sh.600015,sh.600011,sh.600012,sh.600016,sh.600017,sh.600026,sh.600029,sh.600028,sh.600027,sh.600021,sh.600023,sh.600023,sh.600025,sh.600025,sh.600027,sh.600029,sh.600029
sh.600016,sh.600012,sh.600015,sh.600017,sh.600018,sh.600028,sh.600030,sh.600029,sh.600028,sh.600023,sh.600028,sh.600028,sh.600027,sh.600027,sh.600028,sh.600030,sh.600030
sh.600018,sh.600015,sh.600016,sh.600018,sh.600019,sh.600029,sh.600031,sh.600030,sh.600029,sh.600027,sh.600029,sh.600029,sh.600028,sh.600028,sh.600029,sh.600031,sh.600031
sh.600019,sh.600016,sh.600017,sh.600019,sh.600022,sh.600030,sh.600036,sh.600031,sh.600030,sh.600028,sh.600030,sh.600030,sh.600029,sh.600029,sh.600030,sh.600036,sh.600036
sh.600020,sh.600017,sh.600018,sh.600022,sh.600026,sh.600031,sh.600037,sh.600036,sh.600031,sh.600029,sh.600031,sh.600031,sh.600030,sh.600030,sh.600031,sh.600048,sh.600048
sh.600021,sh.600018,sh.600019,sh.600026,sh.600027,sh.600036,sh.600048,sh.600048,sh.600036,sh.600030,sh.600036,sh.600036,sh.600031,sh.600031,sh.600036,sh.600050,sh.600050
sh.600022,sh.600019,sh.600020,sh.600027,sh.600028,sh.600037,sh.600050,sh.600050,sh.600038,sh.600031,sh.600037,sh.600038,sh.600036,sh.600036,sh.600048,sh.600061,sh.600061
sh.600026,sh.600020,sh.600021,sh.600028,sh.600029,sh.600048,sh.600058,sh.600058,sh.600048,sh.600036,sh.600038,sh.600048,sh.600038,sh.600038,sh.600050,sh.600079,sh.600085
sh.600027,sh.600021,sh.600022,sh.600029,sh.600030,sh.600050,sh.600062,sh.600060,sh.600050,sh.600038,sh.600048,sh.600050,sh.600048,sh.600048,sh.600061,sh.600085,sh.600089
sh.600028,sh.600022,sh.600026,sh.600030,sh.600031,sh.600058,sh.600066,sh.600062,sh.600058,sh.600048,sh.600050,sh.600061,sh.600050,sh.600050,sh.600066,sh.600104,sh.600104
sh.600029,sh.600026,sh.600027,sh.600031,sh.600033,sh.600062,sh.600068,sh.600066,sh.600060,sh.600050,sh.600060,sh.600066,sh.600061,sh.600061,sh.600068,sh.600109,sh.600111
sh.600030,sh.600027,sh.600028,sh.600033,sh.600036,sh.600066,sh.600085,sh.600068,sh.600066,sh.600060,sh.600061,sh.600068,sh.600066,sh.600066,sh.600085,sh.600111,sh.600115
sh.600031,sh.600028,sh.600029,sh.600036,sh.600037,sh.600068,sh.600089,sh.600079,sh.600068,sh.600066,sh.600066,sh.600074,sh.600068,sh.600068,sh.600104,sh.600115,sh.600132
sh.600033,sh.600029,sh.600030,sh.600037,sh.600048,sh.600085,sh.600096,sh.600085,sh.600079,sh.600068,sh.600068,sh.600085,sh.600085,sh.600085,sh.600109,sh.600118,sh.600150
sh.600035,sh.600030,sh.600031,sh.600048,sh.600050,sh.600089,sh.600100,sh.600089,sh.600085,sh.600085,sh.600074,sh.600089,sh.600089,sh.600089,sh.600111,sh.600132,sh.600161
sh.600036,sh.600031,sh.600033,sh.600050,sh.600058,sh.600096,sh.600104,sh.600096,sh.600089,sh.600089,sh.600085,sh.600100,sh.600100,sh.600100,sh.600115,sh.600143,sh.600176
sh.600037,sh.600033,sh.600036,sh.600058,sh.600062,sh.600100,sh.600108,sh.600100,sh.600100,sh.600100,sh.600089,sh.600104,sh.600104,sh.600104,sh.600118,sh.600150,sh.600183
sh.600050,sh.600035,sh.600037,sh.600066,sh.600066,sh.600104,sh.600109,sh.600104,sh.600104,sh.600104,sh.600100,sh.600109,sh.600109,sh.600109,sh.600150,sh.600161,sh.600188
sh.600057,sh.600036,sh.600048,sh.600068,sh.600068,sh.600108,sh.600111,sh.600108,sh.600108,sh.600109,sh.600104,sh.600111,sh.600111,sh.600111,sh.600161,sh.600176,sh.600196
sh.600058,sh.600037,sh.600050,sh.600085,sh.600085,sh.600109,sh.600115,sh.600109,sh.600109,sh.600111,sh.600109,sh.600115,sh.600115,sh.600115,sh.600176,sh.600183,sh.600219
sh.600060,sh.600048,sh.600058,sh.600087,sh.600087,sh.600111,sh.600118,sh.600111,sh.600111,sh.600115,sh.600111,sh.600118,sh.600118,sh.600118,sh.600177,sh.600196,sh.600276
sh.600062,sh.600050,sh.600066,sh.600089,sh.600089,sh.600115,sh.600123,sh.600115,sh.600115,sh.600118,sh.600115,sh.600153,sh.600153,sh.600153,sh.600183,sh.600233,sh.600309
sh.600073,sh.600058,sh.600068,sh.600096,sh.600096,sh.600118,sh.600125,sh.600118,sh.600118,sh.600150,sh.600118,sh.600157,sh.600157,sh.600170,sh.600196,sh.600276,sh.600332
sh.600078,sh.600060,sh.600085,sh.600100,sh.600100,sh.600123,sh.600132,sh.600123,sh.600143,sh.600153,sh.600150,sh.600170,sh.600170,sh.600176,sh.600208,sh.600299,sh.600346
sh.600085,sh.600062,sh.600087,sh.600102,sh.600102,sh.600125,sh.600143,sh.600143,sh.600150,sh.600157,sh.600153,sh.600177,sh.600176,sh.600177,sh.600233,sh.600309,sh.600352
sh.600087,sh.600066,sh.600089,sh.600104,sh.600104,sh.600132,sh.600150,sh.600150,sh.600153,sh.600166,sh.600157,sh.600188,sh.600177,sh.600183,sh.600271,sh.600332,sh.600362
sh.600088,sh.600068,sh.600096,sh.600108,sh.600108,sh.600143,sh.600153,sh.600153,sh.600157,sh.600170,sh.600170,sh.600196,sh.600188,sh.600188,sh.600276,sh.600340,sh.600383
sh.600089,sh.600078,sh.600098,sh.600109,sh.600109,sh.600150,sh.600160,sh.600157,sh.600166,sh.600177,sh.600177,sh.600208,sh.600196,sh.600196,sh.600297,sh.600346,sh.600406
sh.600091,sh.600085,sh.600100,sh.600110,sh.600111,sh.600151,sh.600166,sh.600160,sh.600170,sh.600188,sh.600188,sh.600219,sh.600208,sh.600208,sh.600299,sh.600352,sh.600426
sh.600096,sh.600087,sh.600102,sh.600111,sh.600118,sh.600153,sh.600169,sh.600166,sh.600177,sh.600196,sh.600196,sh.600221,sh.600219,sh.600219,sh.600309,sh.600362,sh.600436
sh.600098,sh.600088,sh.600104,sh.600117,sh.600123,sh.600161,sh.600170,sh.600170,sh.600188,sh.600208,sh.600208,sh.600233,sh.600221,sh.600221,sh.600332,sh.600383,sh.600438
sh.600100,sh.600096,sh.600108,sh.600118,sh.600125,sh.600166,sh.600177,sh.600177,sh.600196,sh.600221,sh.600221,sh.600271,sh.600233,sh.600233,sh.600340,sh.600406,sh.600460
sh.600102,sh.600098,sh.600109,sh.600123,sh.600132,sh.600169,sh.600183,sh.600188,sh.600208,sh.600252,sh.600252,sh.600276,sh.600271,sh.600271,sh.600346,sh.600426,sh.600489
sh.600104,sh.600100,sh.600110,sh.600125,sh.600143,sh.600170,sh.600188,sh.600196,sh.600221,sh.600256,sh.600256,sh.600297,sh.600276,sh.600276,sh.600352,sh.600436,sh.600519
sh.600108,sh.600102,sh.600111,sh.600132,sh.600150,sh.600177,sh.600196,sh.600208,sh.600252,sh.600271,sh.600271,sh.600309,sh.600297,sh.600297,sh.600362,sh.600438,sh.600547
sh.600110,sh.600104,sh.600115,sh.600143,sh.600151,sh.600183,sh.600208,sh.600216,sh.600256,sh.600276,sh.600276,sh.600332,sh.600309,sh.600299,sh.600369,sh.600482,sh.600570
sh.600115,sh.600108,sh.600117,sh.600150,sh.600153,sh.600188,sh.600216,sh.600219,sh.600267,sh.600309,sh.600297,sh.600340,sh.600332,sh.600309,sh.600383,sh.600489,sh.600584
sh.600117,sh.600110,sh.600118,sh.600151,sh.600161,sh.600196,sh.600219,sh.600221,sh.600271,sh.600315,sh.600309,sh.600352,sh.600339,sh.600332,sh.600390,sh.600519,sh.600585
sh.600121,sh.600117,sh.600123,sh.600153,sh.600166,sh.600208,sh.600221,sh.600252,sh.600276,sh.600317,sh.600332,sh.600362,sh.600340,sh.600340,sh.600406,sh.600521,sh.600588
sh.600123,sh.600118,sh.600125,sh.600158,sh.600169,sh.600216,sh.600252,sh.600256,sh.600277,sh.600332,sh.600340,sh.600369,sh.600346,sh.600346,sh.600436,sh.600522,sh.600600
sh.600125,sh.600123,sh.600132,sh.600169,sh.600170,sh.600219,sh.600256,sh.600259,sh.600309,sh.600340,sh.600352,sh.600372,sh.600352,sh.600352,sh.600438,sh.600547,sh.600606
sh.600126,sh.600125,sh.600143,sh.600170,sh.600177,sh.600220,sh.600259,sh.600266,sh.600315,sh.600350,sh.600362,sh.600373,sh.600362,sh.600362,sh.600482,sh.600570,sh.600655
sh.600132,sh.600132,sh.600150,sh.600176,sh.600183,sh.600221,sh.600266,sh.600267,sh.600316,sh.600352,sh.600369,sh.600376,sh.600369,sh.600369,sh.600487,sh.600584,sh.600660
sh.600138,sh.600143,sh.600151,sh.600177,sh.600188,sh.600239,sh.600267,sh.600271,sh.600332,sh.600362,sh.600372,sh.600383,sh.600372,sh.600372,sh.600489,sh.600585,sh.600690
sh.600143,sh.600150,sh.600153,sh.600183,sh.600196,sh.600256,sh.600271,sh.600276,sh.600340,sh.600369,sh.600373,sh.600390,sh.600383,sh.600383,sh.600498,sh.600588,sh.600741
sh.600151,sh.600151,sh.600158,sh.600188,sh.600208,sh.600266,sh.600276,sh.600309,sh.600348,sh.600372,sh.600376,sh.600406,sh.600390,sh.600390,sh.600519,sh.600600,sh.600745
sh.600153,sh.600153,sh.600169,sh.600196,sh.600210,sh.600267,sh.600307,sh.600315,sh.600352,sh.600373,sh.600383,sh.600415,sh.600398,sh.600398,sh.600522,sh.600606,sh.600760
sh.600166,sh.600160,sh.600170,sh.600208,sh.600216,sh.600269,sh.600309,sh.600316,sh.600362,sh.600383,sh.600406,sh.600436,sh.600406,sh.600406,sh.600547,sh.600655,sh.600763
sh.600170,sh.600161,sh.600177,sh.600210,sh.600219,sh.600271,sh.600315,sh.600332,sh.600369,sh.600398,sh.600415,sh.600482,sh.600415,sh.600436,sh.600570,sh.600660,sh.600795
sh.600171,sh.600170,sh.600183,sh.600216,sh.600220,sh.600276,sh.600316,sh.600340,sh.600372,sh.600406,sh.600446,sh.600485,sh.600436,sh.600438,sh.600584,sh.600690,sh.600809
sh.600177,sh.600171,sh.600188,sh.600219,sh.600221,sh.600300,sh.600320,sh.600348,sh.600373,sh.600415,sh.600482,sh.600489,sh.600438,sh.600482,sh.600585,sh.600703,sh.600837
sh.600183,sh.600177,sh.600196,sh.600220,sh.600236,sh.600307,sh.600331,sh.600352,sh.600383,sh.600485,sh.600485,sh.600498,sh.600482,sh.600487,sh.600588,sh.600705,sh.600845
sh.600188,sh.600183,sh.600208,sh.600221,sh.600239,sh.600309,sh.600348,sh.600362,sh.600395,sh.600489,sh.600489,sh.600518,sh.600487,sh.600489,sh.600600,sh.600741,sh.600886
sh.600196,sh.600188,sh.600210,sh.600236,sh.600246,sh.600312,sh.600352,sh.600369,sh.600398,sh.600518,sh.600498,sh.600519,sh.600489,sh.600498,sh.600606,sh.600745,sh.600887
sh.600198,sh.600190,sh.600219,sh.600251,sh.600251,sh.600316,sh.600362,sh.600372,sh.600406,sh.600519,sh.600518,sh.600522,sh.600498,sh.600516,sh.600637,sh.600760,sh.600893
sh.600205,sh.600196,sh.600220,sh.600256,sh.600256,sh.600320,sh.600369,sh.600376,sh.600415,sh.600535,sh.600519,sh.600535,sh.600516,sh.600519,sh.600655,sh.600763,sh.600900
sh.600207,sh.600208,sh.600221,sh.600266,sh.600266,sh.600331,sh.600372,sh.600383,sh.600436,sh.600547,sh.600535,sh.600547,sh.600518,sh.600522,sh.600660,sh.600795,sh.600905
sh.600210,sh.600210,sh.600236,sh.600269,sh.600269,sh.600348,sh.600376,sh.600395,sh.600485,sh.600549,sh.600547,sh.600549,sh.600519,sh.600535,sh.600690,sh.600809,sh.600918
sh.600215,sh.600219,sh.600256,sh.600270,sh.600271,sh.600352,sh.600383,sh.600403,sh.600489,sh.600570,sh.600570,sh.600570,sh.600522,sh.600547,sh.600703,sh.600837,sh.600919
sh.600220,sh.600220,sh.600266,sh.600271,sh.600282,sh.600362,sh.600395,sh.600406,sh.600497,sh.600578,sh.600582,sh.600583,sh.600535,sh.600566,sh.600705,sh.600845,sh.600926
sh.600221,sh.600221,sh.600269,sh.600276,sh.600300,sh.600369,sh.600406,sh.600415,sh.600498,sh.600583,sh.600583,sh.600585,sh.600547,sh.600570,sh.600741,sh.600848,sh.600941
