stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
300433,0.4968,2015-06-23,2019-12-31,-0.0665,-0.0158,0.503,2017-06-26,2019-07-11,0.0403,0.06,1087,28,0.03,0.3214,2.48,-0.07,-0.2195
300450,0.4859,2015-08-11,2019-12-31,1.229,0.2449,0.3285,2015-08-11,2015-08-24,-0.0869,-0.12,922,27,0.03,0.4815,2.08,0.45,-0.2993
300454,0.4765,2018-08-09,2019-12-31,-0.0476,-0.0355,0.167,2018-08-09,2019-01-28,-0.16,-0.35,340,13,0.04,0.3846,1.45,-0.27,-0.2839
300496,0.4764,2016-03-11,2019-12-31,-0.0343,-0.0101,0.4745,2016-06-24,2018-12-20,-0.0238,-0.04,869,29,0.03,0.3793,1.9,-0.06,-0.2752
300498,0.4968,2016-02-17,2019-12-31,0.0095,0.0025,0.2931,2016-04-14,2017-07-17,-0.0484,-0.11,948,28,0.03,0.3214,2.49,-0.04,-0.1429
300529,0.4981,2016-11-03,2019-12-31,0.4732,0.1346,0.2277,2018-08-20,2019-01-29,0.0519,0.09,773,26,0.03,0.4231,2.42,0.29,-0.1225
300595,0.4796,2017-04-20,2019-12-31,0.5153,0.1717,0.2591,2018-06-05,2019-01-21,-0.3352,-0.56,661,19,0.03,0.4211,2.45,0.37,-0.3593
300601,0.5177,2017-05-05,2019-12-31,2.1343,0.5562,0.395,2018-06-05,2018-12-13,-0.2856,-0.32,651,17,0.03,0.4118,4.55,0.7,-0.3507
300628,0.5056,2017-06-16,2019-12-31,0.4435,0.1601,0.123,2019-03-28,2019-05-13,-0.1228,-0.26,623,19,0.03,0.3684,3.65,0.55,-0.2324
300661,0.508,2017-08-29,2019-12-31,5.4561,1.3112,0.1428,2018-04-17,2018-05-14,-0.0842,-0.06,561,15,0.03,0.5333,6.93,1.02,-0.3163
300750,0.4938,2018-09-04,2019-12-31,0.3799,0.2866,0.1433,2019-08-08,2019-10-31,-0.207,-0.35,322,10,0.03,0.4,4.29,0.67,-0.2713
300751,0.4727,2019-02-12,2019-12-31,-0.1356,-0.1537,0.23,2019-02-12,2019-07-19,0.0477,0.09,220,8,0.04,0.25,1.8,-0.77,-0.1728
300759,0.5361,2019-04-30,2019-12-31,0.0456,0.07,0.1116,2019-11-13,2019-11-25,-0.6845,-1.27,166,6,0.04,0.5,1.4,0.18,-0.5104
300760,0.4958,2019-01-10,2019-12-31,0.466,0.4994,0.0348,2019-07-17,2019-08-05,-0.3339,-0.74,238,6,0.03,0.5,5.89,1.48,-0.265
300763,0.5481,2019-06-18,2019-12-31,0.1615,0.3224,0.0368,2019-06-18,2019-08-16,0.4078,1.04,135,6,0.04,0.5,4.26,1.51,0.3034
300769,0.5128,2019-07-12,2019-12-31,0.23,0.5619,0.1014,2019-07-12,2019-09-25,0.0523,0.08,117,5,0.04,0.4,5.23,1.04,-0.1316
