stock_code,判断准确率,回测起始日期,回测截止日期,总收益率,年化收益率,最大回撤率,最大回撤开始日期,最大回撤结束日期,年化超额收益率,信息比率,总天数,交易天数,交易频率,胜率,盈亏比,夏普比率,年化主动投资收益率
601169,0.4807,2012-04-16,2019-12-31,0.135,0.0175,0.2026,2016-08-05,2019-01-10,-0.0721,-0.25,1839,41,0.02,0.5366,1.14,0.04,-0.1329
601186,0.5123,2012-04-10,2019-12-31,0.3438,0.0405,0.2205,2012-09-28,2016-05-26,-0.1107,-0.26,1876,57,0.03,0.5088,1.44,0.19,-0.2352
601211,0.512,2015-09-22,2019-12-31,0.4874,0.1007,0.2769,2017-05-26,2018-10-11,0.096,0.26,1043,43,0.04,0.4651,2.27,0.41,-0.0041
601216,0.4923,2012-04-09,2019-12-31,0.1066,0.0146,0.4314,2015-07-14,2018-11-07,-0.1123,-0.2,1761,53,0.03,0.566,0.98,0.0,-0.2971
601225,0.5231,2014-04-30,2019-12-31,1.7642,0.2031,0.4014,2015-03-27,2016-01-15,0.0166,0.03,1386,45,0.03,0.6889,1.27,0.75,-0.1703
601229,0.5227,2017-02-16,2019-12-31,0.3289,0.1071,0.1639,2017-06-02,2018-02-13,0.1016,0.42,704,24,0.03,0.6667,1.31,0.61,0.0572
601236,0.5,2019-09-30,2019-12-31,0.2687,1.6309,0.0393,2019-09-30,2019-11-15,1.0273,1.59,62,4,0.06,0.75,2.56,3.44,0.3647
601238,0.4843,2012-07-03,2019-12-31,0.4631,0.0542,0.3674,2017-09-22,2018-09-27,-0.0962,-0.23,1817,38,0.02,0.6579,0.9,0.2,-0.2051
601288,0.5194,2012-04-10,2019-12-31,0.5974,0.0647,0.1378,2015-07-07,2016-01-13,-0.0426,-0.18,1883,68,0.04,0.6324,1.41,0.61,-0.0848
601318,0.4857,2012-04-10,2019-12-31,0.2672,0.0322,0.1052,2015-07-13,2016-06-16,-0.2136,-0.64,1882,37,0.02,0.6216,1.0,0.19,-0.2518
601319,0.4837,2019-02-19,2019-12-31,-0.0008,-0.0009,0.0675,2019-09-06,2019-11-06,-0.2434,-0.48,215,4,0.02,0.5,1.05,-0.12,-0.3684
601328,0.5037,2012-04-10,2019-12-31,0.6029,0.0652,0.1279,2015-11-10,2016-05-24,-0.0131,-0.04,1882,53,0.03,0.6792,0.96,0.3,-0.0767
601336,0.5016,2012-04-10,2019-12-31,-0.1904,-0.0282,0.3309,2012-04-10,2018-07-13,-0.1068,-0.24,1858,52,0.03,0.4231,1.25,-0.24,-0.2401
601360,0.5077,2012-04-20,2019-12-31,1.0024,0.1052,0.5385,2015-08-10,2019-01-11,-0.1296,-0.23,1749,62,0.04,0.6452,0.95,0.34,-0.3043
601377,0.5171,2012-04-09,2019-12-31,0.5816,0.0638,0.3389,2018-01-24,2018-10-26,-0.0081,-0.02,1868,69,0.04,0.5507,1.36,0.28,-0.1662
601390,0.4956,2012-04-09,2019-12-31,-0.203,-0.0313,0.3731,2015-07-13,2017-05-03,-0.18,-0.44,1798,49,0.03,0.4898,0.86,-0.32,-0.2743
601398,0.5088,2012-04-10,2019-12-31,0.1648,0.0206,0.1207,2012-04-10,2014-04-14,-0.0816,-0.35,1883,48,0.03,0.5833,1.02,0.09,-0.1178
601600,0.4927,2012-04-09,2019-12-31,-0.36,-0.0614,0.4101,2012-04-27,2014-04-17,0.0254,0.06,1774,36,0.02,0.5278,0.63,-0.43,-0.138
601601,0.4995,2012-04-09,2019-12-31,0.2514,0.0305,0.233,2015-05-25,2015-10-29,-0.0885,-0.24,1884,51,0.03,0.6275,0.85,0.12,-0.1834
601615,0.503,2019-04-25,2019-12-31,0.1958,0.3056,0.0097,2019-12-23,2019-12-27,0.4881,0.96,169,5,0.03,0.6,8.74,1.83,0.2696
601618,0.4608,2012-04-09,2019-12-31,-0.5448,-0.1038,0.6047,2015-08-12,2018-08-24,-0.1328,-0.29,1810,43,0.02,0.5349,0.52,-0.45,-0.2442
601628,0.5098,2012-04-09,2019-12-31,0.2561,0.031,0.3298,2015-05-25,2018-09-26,-0.0901,-0.24,1883,58,0.03,0.569,1.04,0.11,-0.1867
601633,0.5054,2012-04-10,2019-12-31,-0.3771,-0.0621,0.5764,2015-05-25,2019-07-31,-0.1837,-0.39,1860,56,0.03,0.625,0.53,-0.29,-0.2896
601668,0.4899,2012-04-09,2019-12-31,0.346,0.0405,0.1946,2015-07-07,2016-04-13,-0.13,-0.36,1884,47,0.02,0.5957,1.11,0.26,-0.2132
601669,0.4731,2012-04-09,2019-12-31,-0.5141,-0.0977,0.5188,2012-04-09,2019-01-08,-0.1299,-0.31,1769,36,0.02,0.3056,1.09,-0.64,-0.2517
601688,0.4987,2012-04-09,2019-12-31,0.5958,0.0648,0.2609,2016-10-31,2018-09-13,-0.068,-0.14,1877,58,0.03,0.5172,1.44,0.26,-0.2206
601689,0.5168,2015-06-15,2019-12-31,0.3741,0.0754,0.456,2017-10-27,2019-01-08,0.1299,0.24,1101,31,0.03,0.6452,0.9,0.22,-0.1013
601698,0.6418,2019-09-23,2019-12-31,0.0037,0.014,0,2019-09-23,2019-09-23,0.6546,1.46,67,1,0.01,1.0,,0.0,1.2973
601766,0.4961,2012-04-09,2019-12-31,-0.3083,-0.0504,0.4064,2014-07-11,2019-11-07,-0.1462,-0.35,1798,51,0.03,0.6078,0.45,-0.44,-0.2548
601788,0.507,2012-04-10,2019-12-31,0.4037,0.0468,0.3724,2013-04-17,2014-04-11,0.0263,0.05,1870,64,0.03,0.4844,1.54,0.14,-0.1485
601799,0.5057,2012-04-10,2019-12-31,0.9327,0.0946,0.208,2015-07-14,2015-10-13,-0.2641,-0.56,1837,33,0.02,0.697,0.96,0.44,-0.3355
601800,0.4864,2012-06-11,2019-12-31,0.2544,0.0315,0.1736,2013-04-22,2015-09-30,-0.0822,-0.19,1842,44,0.02,0.4773,1.54,0.13,-0.2238
601808,0.518,2012-04-09,2019-12-31,0.5159,0.0572,0.2912,2015-08-12,2016-04-25,0.0258,0.06,1884,73,0.04,0.5616,1.2,0.24,-0.1159
601818,0.5238,2012-04-09,2019-12-31,0.7563,0.0787,0.1403,2015-07-07,2016-06-06,-0.0326,-0.11,1873,57,0.03,0.7018,1.08,0.66,-0.1028
601838,0.4951,2018-05-08,2019-12-31,0.0444,0.0273,0.0944,2018-05-08,2018-09-12,0.0864,0.26,406,13,0.03,0.6154,0.8,0.11,-0.0056
601857,0.4997,2012-04-09,2019-12-31,0.1425,0.018,0.3194,2015-07-07,2016-04-13,0.0587,0.21,1883,59,0.03,0.6102,0.87,0.03,0.0023
601865,0.5096,2019-05-16,2019-12-31,0.3652,0.6482,0.0437,2019-08-26,2019-08-28,0.5947,0.98,157,8,0.05,0.625,4.35,2.06,0.1885
601877,0.5209,2012-04-10,2019-12-31,0.7186,0.0812,0.2042,2014-11-03,2016-06-23,-0.0806,-0.21,1747,45,0.03,0.6667,1.23,0.56,-0.1826
601878,0.5027,2017-09-18,2019-12-31,-0.2517,-0.1229,0.495,2018-01-24,2018-11-02,0.1578,0.27,557,11,0.02,0.6364,0.5,-0.35,-0.0061
601881,0.4886,2017-04-26,2019-12-31,-0.0561,-0.0219,0.2983,2017-08-01,2018-11-05,-0.0156,-0.03,657,22,0.03,0.5909,0.7,-0.17,-0.1815
601888,0.489,2012-04-10,2019-12-31,1.1648,0.1127,0.1683,2015-11-09,2016-05-26,-0.2034,-0.51,1822,53,0.03,0.6604,1.32,0.78,-0.2711
601898,0.495,2012-04-09,2019-12-31,-0.1512,-0.0217,0.4824,2012-05-02,2014-07-17,0.0378,0.1,1883,48,0.03,0.6042,0.63,-0.21,-0.0877
601899,0.4881,2012-04-10,2019-12-31,0.076,0.01,0.3639,2012-04-25,2015-10-12,-0.0317,-0.08,1852,54,0.03,0.6296,0.69,-0.03,-0.1408
601901,0.4975,2012-04-09,2019-12-31,0.1271,0.0172,0.3174,2017-08-29,2018-12-19,-0.095,-0.19,1767,59,0.03,0.5763,0.92,0.02,-0.2496
601919,0.4859,2012-04-10,2019-12-31,-0.2708,-0.0448,0.4608,2012-04-10,2016-02-25,-0.0485,-0.1,1735,43,0.02,0.6512,0.5,-0.23,-0.1992
601939,0.5077,2012-04-10,2019-12-31,0.254,0.0308,0.1492,2015-04-13,2016-05-05,-0.0893,-0.33,1883,47,0.02,0.6809,0.74,0.17,-0.1377
601966,0.4865,2016-09-30,2019-12-31,-0.4246,-0.1641,0.5154,2016-09-30,2019-06-10,-0.1035,-0.3,777,18,0.02,0.3889,0.5,-0.97,-0.1845
601985,0.481,2015-09-07,2019-12-31,-0.2919,-0.0792,0.3996,2015-10-09,2018-08-28,0.0211,0.07,1054,27,0.03,0.5185,0.47,-0.61,-0.0347
